Date,close
2014-12-31,25.057605743408203
2015-01-02,24.81924057006836
2015-01-05,24.120044708251953
2015-01-06,24.1223201751709
2015-01-07,24.46056365966797
2015-01-08,25.40039825439453
2015-01-09,25.427635192871094
2015-01-12,24.801082611083984
2015-01-13,25.021282196044922
2015-01-14,24.92594337463379
2015-01-15,24.249435424804688
2015-01-16,24.061016082763672
2015-01-20,24.680767059326172
2015-01-21,24.869184494018555
2015-01-22,25.51616859436035
2015-01-23,25.647838592529297
2015-01-26,25.675077438354492
2015-01-27,24.776113510131836
2015-01-28,26.176776885986328
2015-01-29,26.99174690246582
2015-01-30,26.596750259399414
2015-02-02,26.930452346801758
2015-02-03,26.934995651245117
2015-02-04,27.141578674316406
2015-02-05,27.335304260253906
2015-02-06,27.105112075805664
2015-02-09,27.285160064697266
2015-02-10,27.80934715270996
2015-02-11,28.461166381835938
2015-02-12,28.82125473022461
2015-02-13,28.96256446838379
2015-02-17,29.133495330810547
2015-02-18,29.336334228515625
2015-02-19,29.27479362487793
2015-02-20,29.514102935791016
2015-02-23,30.311782836914062
2015-02-24,30.12261390686035
2015-02-25,29.352283477783203
2015-02-26,29.723779678344727
2015-02-27,29.277080535888672
2015-03-02,29.420658111572266
2015-03-03,29.48219871520996
2015-03-04,29.295307159423828
2015-03-05,28.80986785888672
2015-03-06,28.85317039489746
2015-03-09,28.976242065429688
2015-03-10,28.376840591430664
2015-03-11,27.8594913482666
2015-03-12,28.3631591796875
2015-03-13,28.16716194152832
2015-03-16,28.477115631103516
2015-03-17,28.953447341918945
2015-03-18,29.279361724853516
2015-03-19,29.058284759521484
2015-03-20,28.693634033203125
2015-03-23,28.9921932220459
2015-03-24,28.873680114746094
2015-03-25,28.11930274963379
2015-03-26,28.3153133392334
2015-03-27,28.089677810668945
2015-03-30,28.800748825073242
2015-03-31,28.358606338500977
2015-04-01,28.317581176757812
2015-04-02,28.561445236206055
2015-04-06,29.02410125732422
2015-04-07,28.71870231628418
2015-04-08,28.62526512145996
2015-04-09,28.844051361083984
2015-04-10,28.967117309570312
2015-04-13,28.91014289855957
2015-04-14,28.7847957611084
2015-04-15,28.894184112548828
2015-04-16,28.755165100097656
2015-04-17,28.431535720825195
2015-04-20,29.08107566833496
2015-04-21,28.923824310302734
2015-04-22,29.313539505004883
2015-04-23,29.55284309387207
2015-04-24,29.691864013671875
2015-04-27,30.232006072998047
2015-04-28,29.75568389892578
2015-04-29,29.318098068237305
2015-04-30,28.522703170776367
2015-05-01,29.388751983642578
2015-05-04,29.331769943237305
2015-05-05,28.67084503173828
2015-05-06,28.49078941345215
2015-05-07,28.667020797729492
2015-05-08,29.207122802734375
2015-05-11,28.909608840942383
2015-05-12,28.806617736816406
2015-05-13,28.838661193847656
2015-05-14,29.51151466369629
2015-05-15,29.47031593322754
2015-05-18,29.79529571533203
2015-05-19,29.767831802368164
2015-05-20,29.76554298400879
2015-05-21,30.069931030273438
2015-05-22,30.333114624023438
2015-05-26,29.66484832763672
2015-05-27,30.218685150146484
2015-05-28,30.1591796875
