Date,close
2017-01-29,22.64539909362793
2017-01-30,24.313800811767578
2017-01-31,24.45009994506836
2017-08-27,290.8479919433594
2017-08-28,286.0260009765625
2017-08-29,316.9169921875
2017-08-30,295.72698974609375
2017-08-31,298.8970031738281
2017-09-01,309.3550109863281
2017-09-02,290.9840087890625
2017-09-03,292.3819885253906
2017-09-04,248.49400329589844
2017-09-05,256.0559997558594
2017-09-06,273.95098876953125
2017-09-07,274.4049987792969
2017-09-08,251.14999389648438
2017-09-09,248.31500244140625
2017-11-20,272.4490051269531
2017-11-21,279.9200134277344
2017-11-22,326.1919860839844
2017-11-23,347.4360046386719
2017-11-24,401.82501220703125
2017-11-25,395.2619934082031
2017-11-26,404.7860107421875
2017-11-27,421.4570007324219
2017-11-28,382.07000732421875
2017-11-29,327.5429992675781
2017-11-30,381.3580017089844
2017-12-01,376.91900634765625
2017-12-02,373.3999938964844
2017-12-03,403.03399658203125
2017-12-04,396.22601318359375
2017-12-05,396.34600830078125
2017-12-06,361.18798828125
2017-12-07,358.6440124511719
2017-12-08,402.7699890136719
2017-12-09,425.99700927734375
2017-12-10,399.8039855957031
2017-12-11,486.5050048828125
2017-12-12,621.989990234375
2017-12-13,820.7459716796875
2017-12-14,802.791015625
2017-12-15,791.0380249023438
2017-12-16,1079.239990234375
2017-12-17,1070.18994140625
2017-12-18,1218.4200439453125
2017-12-19,1394.93994140625
2017-12-20,1277.5699462890625
2017-12-21,1095.18994140625
2017-12-22,823.39501953125
2017-12-23,989.8209838867188
2017-12-24,1005.5999755859375
2017-12-25,1047.199951171875
2017-12-26,1064.3299560546875
2017-12-27,1038.1099853515625
2017-12-28,996.760986328125
2017-12-29,1007.0800170898438
2017-12-30,918.4349975585938
2017-12-31,959.9140014648438
2018-01-01,970.0850219726562
2018-01-02,1063.0699462890625
2018-01-03,1074.530029296875
2018-01-04,1040.25
2018-01-05,1096.780029296875
2018-01-06,1216.9000244140625
2018-01-07,1169.3499755859375
2018-01-08,1112.8800048828125
2018-01-09,1096.43994140625
2018-01-10,1076.530029296875
2018-01-11,1015.1599731445312
2018-01-12,1327.8800048828125
2018-01-13,1422.989990234375
2018-01-14,1403.1099853515625
2018-01-15,1234.02001953125
2018-01-16,1063.1800537109375
2018-01-17,1046.27001953125
2018-01-18,1654.8199462890625
2018-01-19,1560.260009765625
2018-01-20,1690.18994140625
2018-01-21,1576.72998046875
2018-01-22,1524.56005859375
2018-01-23,1523.4100341796875
2018-01-24,1535.2900390625
2018-01-25,1345.5699462890625
2018-01-26,1472.3599853515625
2018-01-27,1439.8900146484375
2018-01-28,1488.3599853515625
2018-01-29,1403.3499755859375
2018-01-30,1277.8399658203125
2018-01-31,1386.989990234375
2018-02-01,1272.6700439453125
2018-02-02,1148.22998046875
2018-02-03,1212.8699951171875
2018-02-04,1061.9100341796875
2018-02-05,821.4249877929688
