Date,close
2017-07-23,413.05999755859375
2017-07-24,440.70098876953125
2017-07-25,406.8970031738281
2017-07-26,365.8160095214844
2017-07-27,385.47900390625
2017-07-28,406.0459899902344
2017-07-29,384.77301025390625
2017-07-30,345.6610107421875
2017-07-31,294.46099853515625
2017-08-01,380.010009765625
2017-08-02,452.6570129394531
2017-08-03,364.0480041503906
2017-08-04,233.04600524902344
2017-08-05,213.14700317382812
2017-08-06,220.656005859375
2017-08-07,319.6889953613281
2017-08-08,345.4880065917969
2017-08-09,303.8909912109375
2017-08-10,275.9530029296875
2017-08-11,328.24200439453125
2017-08-12,317.09100341796875
2017-08-13,298.0530090332031
2017-08-14,297.6780090332031
2017-08-15,297.864013671875
2017-08-16,300.2099914550781
2017-08-17,460.5299987792969
2017-08-18,690.239990234375
2017-08-19,754.5579833984375
2017-08-20,712.8729858398438
2017-08-21,599.635009765625
2017-08-22,690.8829956054688
2017-08-23,669.4000244140625
2017-08-24,628.1090087890625
2017-08-25,641.0549926757812
2017-08-26,625.3209838867188
2017-08-27,620.89599609375
2017-08-28,596.177001953125
2017-08-29,552.927001953125
2017-08-30,575.2069702148438
2017-08-31,588.1729736328125
2017-09-01,622.1680297851562
2017-09-02,575.9019775390625
2017-09-03,607.4329833984375
2017-09-04,517.2429809570312
2017-09-05,541.7130126953125
2017-09-06,638.177978515625
2017-09-07,652.85498046875
2017-09-08,583.0980224609375
2017-09-09,547.4710083007812
2017-09-10,537.0670166015625
2017-09-11,537.8099975585938
2017-09-12,510.406005859375
2017-09-13,503.6050109863281
2017-09-14,367.0409851074219
2017-09-15,424.02099609375
2017-09-16,440.218994140625
2017-09-17,419.864013671875
2017-09-18,479.3169860839844
2017-09-19,527.875
2017-09-20,476.0509948730469
2017-09-21,416.2640075683594
2017-09-22,415.0929870605469
2017-09-23,428.50299072265625
2017-09-24,421.0299987792969
2017-09-25,445.79901123046875
2017-09-26,441.8299865722656
2017-09-27,457.3110046386719
2017-09-28,447.8059997558594
2017-09-29,436.7749938964844
2017-09-30,432.6260070800781
2017-10-01,415.1520080566406
2017-10-02,421.1860046386719
2017-10-03,404.177001953125
2017-10-04,358.4469909667969
2017-10-05,355.75
2017-10-06,363.0140075683594
2017-10-07,360.7820129394531
2017-10-08,342.2120056152344
2017-10-09,314.1610107421875
2017-10-10,321.5899963378906
2017-10-11,314.89599609375
2017-10-12,313.2130126953125
2017-10-13,321.46099853515625
2017-10-14,321.9580078125
2017-10-15,314.9469909667969
2017-10-16,313.64300537109375
2017-10-17,371.7309875488281
2017-10-18,339.1659851074219
2017-10-19,330.8059997558594
2017-10-20,327.4440002441406
2017-10-21,323.3580017089844
2017-10-22,331.6600036621094
2017-10-23,315.5950012207031
2017-10-24,326.8900146484375
2017-10-25,332.1310119628906
2017-10-26,338.2049865722656
2017-10-27,367.57000732421875
2017-10-28,423.3450012207031
2017-10-29,451.92401123046875
2017-10-30,448.22698974609375
2017-10-31,439.0530090332031
2017-11-01,531.8280029296875
