Date,close
2014-12-31,2.7189300060272217
2015-01-01,2.699049949645996
2015-01-02,2.6673600673675537
2015-01-03,2.13316011428833
2015-01-04,1.9566800594329834
2015-01-05,2.0821800231933594
2015-01-06,2.1121199131011963
2015-01-07,2.1181800365448
2015-01-08,2.0080699920654297
2015-01-09,1.9833600521087646
2015-01-10,1.6533199548721313
2015-01-11,1.724560022354126
2015-01-12,1.714229941368103
2015-01-13,1.5411200523376465
2015-01-14,1.1570099592208862
2015-01-15,1.282770037651062
2015-01-16,1.402269959449768
2015-01-17,1.2934099435806274
2015-01-18,1.3333300352096558
2015-01-19,1.3417799472808838
2015-01-20,1.3235499858856201
2015-01-21,1.3733099699020386
2015-01-22,1.4187500476837158
2015-01-23,1.425950050354004
2015-01-24,1.8437999486923218
2015-01-25,2.248300075531006
2015-01-26,2.081049919128418
2015-01-27,2.0860800743103027
2015-01-28,1.8720200061798096
2015-01-29,1.9156700372695923
2015-01-30,1.897629976272583
2015-01-31,1.8734999895095825
2015-02-01,1.8035199642181396
2015-02-02,1.8761800527572632
2015-02-03,1.8217600584030151
2015-02-04,1.7923500537872314
2015-02-05,1.7412300109863281
2015-02-06,1.75941002368927
2015-02-07,1.7817200422286987
2015-02-08,1.7835899591445923
2015-02-09,1.731469988822937
2015-02-10,1.7631800174713135
2015-02-11,1.7274399995803833
2015-02-12,1.7575600147247314
2015-02-13,1.821679949760437
2015-02-14,1.937690019607544
2015-02-15,1.8420000076293945
2015-02-16,1.796280026435852
2015-02-17,1.853119969367981
2015-02-18,1.828160047531128
2015-02-19,1.8467600345611572
2015-02-20,1.8479499816894531
2015-02-21,1.8489099740982056
2015-02-22,1.7962000370025635
2015-02-23,1.8204100131988525
2015-02-24,1.829319953918457
2015-02-25,1.802340030670166
2015-02-26,1.810130000114441
2015-02-27,1.8514200448989868
2015-02-28,1.8407299518585205
2015-03-01,1.891569972038269
2015-03-02,1.9361000061035156
2015-03-03,1.9559199810028076
2015-03-04,1.9305000305175781
2015-03-05,1.916409969329834
2015-03-06,1.897819995880127
2015-03-07,1.9105000495910645
2015-03-08,1.891860008239746
2015-03-09,1.9442800283432007
2015-03-10,2.0090599060058594
2015-03-11,2.026279926300049
2015-03-12,2.042789936065674
2015-03-13,2.007960081100464
2015-03-14,1.9960500001907349
2015-03-15,2.0188300609588623
2015-03-16,2.0330801010131836
2015-03-17,1.9821499586105347
2015-03-18,1.7425400018692017
2015-03-19,1.7590899467468262
2015-03-20,1.7672100067138672
2015-03-21,1.746690034866333
2015-03-22,1.797719955444336
2015-03-23,1.7781599760055542
2015-03-24,1.6515899896621704
2015-03-25,1.673140048980713
2015-03-26,1.6954900026321411
2015-03-27,1.6867400407791138
2015-03-28,1.703660011291504
2015-03-29,1.6556799411773682
2015-03-30,1.6695799827575684
2015-03-31,1.6526000499725342
2015-04-01,1.6646300554275513
2015-04-02,1.6778099536895752
2015-04-03,1.6985100507736206
2015-04-04,1.687849998474121
2015-04-05,1.700819969177246
2015-04-06,1.6868699789047241
2015-04-07,1.6684199571609497
2015-04-08,1.627500057220459
2015-04-09,1.5859400033950806
2015-04-10,1.5270400047302246
2015-04-11,1.4591100215911865
2015-04-12,1.4624700546264648
2015-04-13,1.3768999576568604
2015-04-14,1.3784799575805664
2015-04-15,1.3830000162124634
2015-04-16,1.4214500188827515
2015-04-17,1.4091299772262573
2015-04-18,1.4099299907684326
2015-04-19,1.3891700506210327
2015-04-20,1.408959984779358
2015-04-21,1.4238799810409546
2015-04-22,1.4541900157928467
2015-04-23,1.4617500305175781
2015-04-24,1.4192800521850586
2015-04-25,1.4029099941253662
2015-04-26,1.3211699724197388
2015-04-27,1.3834799528121948
2015-04-28,1.3640199899673462
